ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Post_Kit_Tier,Post_Kit_Tier_Name,Post_Kit_Purchases,Post_Kit_Total_Spent_BP,Final_Pocket_Money_BP,Armes_et_Armures,Autre_Equipement,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00537,Human,Damaran,Damara,Mountain Village,Groupe5_Nord_Sauvage,Technical Rock Climbing | Primitive Fire Mastery | Hermetic Medicine | Complex Terrain Navigation | Mountain Endurance | Extreme Cold Resistance,Fences and Buyers Network | Temple Politics & Religious Intrigue,"Nobility & Heraldry | Cosmology (Weave, Shadow Weave)",Glassworking | Locksmithing & Mechanisms,None,Chondathan | Illuskan | Vaasan,910,293.4,universal_standard,1,Modest,"Courser | Lancet, bleeding",622.0,288,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Courser,4.12,NO,None,,2,1,-3,2,10,186.8,83.2,2,-1,3,0,-3,2,-4,7,-3,3,Aucun,2026-05-28 13:35:34
CH-00538,Human,Chondathan,Sword Coast,Major Port City,Groupe1_Cote_des_Epees,,Lockpicking and Trap Disarming | Information Brokerage | High Society Manipulation | Criminal Organizations & Syndicates | Urban Stealth & Shadowing,Magical Schools & Traditions | Laws & Customs of Nations | Major Cities & Regions | Major Religions & Deities,Smithing & Metallurgy | Magical Goldsmithing (Theoretical) | Cartography,Elfique | Chondathan,Chondathan | Elfique,2059,293.4,universal_standard,1,Modest,Gorget (élevé) | Longbow | Buckler | Quiver,810.0,1249,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Gorget (élevé) | Longbow | Buckler | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),33.43,NO,None,,6,4,3,5,-2,183.4,83.2,2,8,4,-1,3,1,0,11,4,3,Aucun,2026-05-28 13:35:34
CH-00539,Gnome,Rock Gnome,Silver Marches (Luruar),Forest Village,Groupe7_Marches_Argent,Mountain Endurance | Advanced Tracking | Wild Plant Foraging,,History of the Realms | Political Currents & Rivalries | Elven Culture | Court Etiquette & Protocol,Fireworks Making | Taxidermy,Gnomish | Thorass,Gnomish | Reghed,688,293.4,universal_standard,1,Modest,Lance | Leather chanfron | Buckler,600.0,88,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lance | Leather chanfron | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-11.43,YES,Sauvage,Magie Verte,-10,-4,-4,-4,-7,121.0,33.9,-7,7,3,2,-5,-1,7,4,13,3,Vision nocturne N1,2026-05-28 13:35:34
CH-00540,Human,Calishite,Calimshan,Large Town,Groupe2_Sud_Marchand,Plains Tracking | Desert Water Mastery | Desert Thermal Endurance | Open Land Navigation,Temple Politics & Religious Intrigue | Streetwise (Urban Underworld) | Black Market Operations,Major Cities & Regions | Divine Myths & Legends | History of the Realms,Engraving on Metal & Gems | Accounting & Estate Management,Chondathan,Chondathan | Halruaan | Mulhorandi,2347,293.4,universal_standard,2,Comfortable,"Camel, riding | Courser | Lancet, bleeding",2122.0,225,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding","Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Camel, riding | Courser",13.87,NO,None,,-6,-1,8,0,3,162.2,57.5,-1,-4,2,11,4,0,-2,7,5,5,Aucun,2026-05-28 13:35:34
CH-00541,Human,Tethyrian,Amn,Large Town,Groupe2_Sud_Marchand,Wild Plant Foraging,Urban Observation and Tailing | Fences and Buyers Network | Streetwise (Urban Underworld),Political Currents & Rivalries | Geography of Faerûn | History of Magic,Masonry,Sembian,Chondathan | Sembian | Tethyrian,2671,293.4,universal_standard,2,Comfortable,Shamshir | Plackart,980.0,1691,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Shamshir | Plackart,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-2.62,YES,Sauvage,Magie Blanche,0,0,-2,-1,-2,165.0,67.4,-1,7,-3,-1,-1,0,3,11,5,-4,Aucun,2026-05-28 13:35:34
CH-00542,Human,Chondathan,Chondath,Fishing Village,Groupe4_Vilhon_Est,Plains Tracking | Coastal Survival | Oceanic Navigation | Littoral Foraging | Advanced Tracking,,"Major Religions & Deities | Geography of Faerûn | Ancient Realms (Netheril, Imaskar...) | Major Cities & Regions",Cartography,Chondathan | Illuskan,Chondathan | Cormyrian | Illuskan,1163,293.4,universal_standard,2,Comfortable,Close Helmet (Maximilian),975.0,188,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Close Helmet (Maximilian),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),1.02,NO,None,,-2,0,0,2,5,159.3,57.5,-1,2,6,3,-2,2,-1,2,5,7,Aucun,2026-05-28 13:35:34
CH-00543,Human,Chondathan,The Dalelands,Rural Village,Groupe3_Coeur_Continental,Forest Stealth | Open Land Navigation | Advanced Tracking | Wild Plant Foraging | Plains Tracking,Sleight of Hand & Cheating,Lost Kingdoms & Cities | Trade Routes & Commerce | Dragon Lore,Perfumery & Cosmetics | Ritual Object Crafting,Elfique,Chondathan | Elfique | Illuskan,944,293.4,universal_standard,1,Modest,Cuisses (renforcées),680.0,264,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Cuisses (renforcées),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),30.66,NO,None,,5,4,5,3,0,173.8,83.2,0,3,4,7,2,-4,-4,8,5,6,Aucun,2026-05-28 13:35:34
CH-00544,Human,Calishite,Calimshan,Large Town,Groupe2_Sud_Marchand,Wild Plant Foraging | Plains Tracking | Desert Water Mastery | Open Land Navigation,Criminal Organizations & Syndicates | Disguise & Impersonation | Disguise & Impersonation | Criminal Organizations & Syndicates,Religious Cults & Orders | Major Cities & Regions | Political Currents & Rivalries,Smithing & Metallurgy | Rare Dye Making | Jewelry & Goldsmithing,Chondathan,Chondathan | Infernal | Mulhorandi,2875,293.4,universal_standard,3,Wealthy,"Light Crossbow | Garde-reins | Camel, riding | Tassets | Quiver",2690.0,185,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Light Crossbow | Garde-reins | Tassets | Quiver,"Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Camel, riding",-3.64,YES,Théurgique,Magie Blanche,-4,-1,1,-1,-1,160.7,60.6,-1,1,-4,7,0,-3,-1,-3,6,-2,Aucun,2026-05-28 13:35:34
CH-00545,Human,Imaskari,Mulhorand,Metropolis,Groupe8_Mulhorand,Weather Reading | Underground Navigation | Advanced Tracking,Black Market Operations | Streetwise (Urban Underworld) | Sleight of Hand & Cheating | Urban Stealth & Shadowing | Streetwise (Urban Underworld) | Forgery of Documents & Seals,Major Religions & Deities | Nobility & Heraldry | Fey & Feywild Knowledge,Alchemy (Theory & Practice),Draconique,Draconique | Imaskari,2569,293.4,universal_standard,2,Comfortable,Close Helmet (Maximilian) | Fauld,1780.0,789,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Close Helmet (Maximilian) | Fauld,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-1.0,NO,None,,-1,-1,1,0,11,174.0,71.0,0,-4,4,0,1,13,-4,4,-4,4,Aucun,2026-05-28 13:35:34
CH-00546,Human,Reghedman,Icewind Dale,Farming Hamlet,Groupe5_Nord_Sauvage,Extreme Cold Resistance | Snow and Ice Shelter Building | Total Darkness Navigation | Signaling and Rescue | Dark Water Swimming | Desert Water Mastery,Urban Stealth & Shadowing | Poison Lore & Subtle Application,Dwarven Culture | Major Religions & Deities | Local Folklore & Legends | Divine Myths & Legends,Weapons & Armor Smithing | Stoneworking,Uthgardt | Illuskan,Illuskan | Reghed | Uthgardt,353,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,351,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),3.87,NO,None,,4,1,-5,-1,9,173.8,83.2,0,6,-3,-4,-3,4,1,-3,0,-5,Aucun,2026-05-28 13:35:34
CH-00547,Dwarf,Shield Dwarf,Citadel Adbar,Dwarven Fortress,Groupe6_Bloc_Nain,Technical Rock Climbing,Urban Stealth & Shadowing | City Secrets & Hidden Routes | Urban Observation and Tailing | Forgery of Documents & Seals | Streetwise (Urban Underworld) | City Secrets & Hidden Routes,Local Folklore & Legends | Geography of Faerûn | Cultural Interactions,Brewing & Distilling,Undercommon,Nain | Undercommon,1184,293.4,universal_standard,1,Modest,Longsword,650.0,534,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Longsword,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),20.63,NO,None,,6,4,1,-2,-3,141.3,83.2,-4,4,-1,10,-2,1,7,2,7,2,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00548,Human,Calishite,Tethyr,Rural Village,Groupe2_Sud_Marchand,Desert Thermal Endurance | Desert Water Mastery | Open Land Navigation | Wild Plant Foraging | Plains Tracking,Urban Observation and Tailing,Political Currents & Rivalries | History of the Realms | Local Folklore & Legends | History of Magic,Stoneworking,Lantanna | Thorass,Calishite | Chondathan | Lantanna | Thorass,1550,293.4,universal_standard,2,Comfortable,Simple Breastplate | Poleaxe,1200.0,350,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Simple Breastplate | Poleaxe,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),18.92,NO,None,,4,3,3,2,3,189.9,97.4,2,-5,2,6,1,2,4,0,-4,4,Aucun,2026-05-28 13:35:34
CH-00549,Human,Chondathan,Vilhon Reach,Remote Trading Post,Groupe4_Vilhon_Est,Weather Reading | Plains Tracking | Advanced Tracking,,Orc & Goblinoid Culture | Religious Cults & Orders | Guilds & Organizations | Weave Theory,Leatherworking & Tanning | Alchemy (Theory & Practice) | Cabinetmaking & Marquetry,Cormyrian | Chondathan,Chondathan | Cormyrian,1496,293.4,universal_standard,2,Comfortable,Heater shield | Maille collerette ou manches | Rouncey | Gorget (élevé),1225.0,271,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Heater shield | Maille collerette ou manches | Gorget (élevé),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Rouncey,7.92,NO,None,,0,2,2,2,6,171.0,67.4,0,3,5,2,1,2,-5,1,4,5,Aucun,2026-05-28 13:35:34
CH-00550,Dwarf,Gray Dwarf,Underdark,Underdark City,Groupe14_Underdark,Hermetic Medicine | Underground Navigation,Black Market Operations | Temple Politics & Religious Intrigue | Black Market Operations,Laws & Customs of Nations | History of the Realms | Guilds & Organizations | Secret Organizations,Stoneworking | Poison Lore & Application | Smithing & Metallurgy,Undercommon,Draconique | Nain | Undercommon,932,293.4,universal_standard,1,Modest,Pike | Lockpicks (average),410.0,522,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Pike | Lockpicks (average),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-4.29,YES,Théurgique,Magie Verte,-3,-2,1,-6,-4,125.0,54.6,-6,4,-5,4,1,0,5,-6,8,-4,Invisibilité + Agrandissement,2026-05-28 13:35:34
CH-00551,Human,Mulan,Unther,Small Town,Groupe12_Old_Empires,Marsh Movement | Underground Navigation,Criminal Organizations & Syndicates | Streetwise (Urban Underworld) | Smuggling Networks | Streetwise (Urban Underworld),Local Folklore & Legends | Political Currents & Rivalries,Navigation (Land & Sea) | Locksmithing & Mechanisms,Untheric,Mulhorandi | Untheric,1286,293.4,universal_standard,2,Comfortable,Leather barding | Light Crossbow | Quiver,1215.0,71,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Leather barding | Light Crossbow | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-6.94,YES,Arcanique,Magicien,-1,-2,-3,-3,5,169.4,71.0,0,5,-8,-6,1,1,-3,-2,0,-10,Aucun,2026-05-28 13:35:34
CH-00552,Half-elf,Moon Half-elf,Baldur's Gate,Major Port City,Groupe1_Cote_des_Epees,,Urban Observation and Tailing | Lockpicking and Trap Disarming | Guild Knowledge & Politics | Noble Houses & Court Intrigue | Black Market Operations | Streetwise (Urban Underworld),Court Etiquette & Protocol | Geography of Faerûn | Local Folklore & Legends | Major Religions & Deities,Embroidery & Fine Sewing | Accounting & Estate Management | Ceramics & Pottery,Chondathan | Thorass,Chondathan | Elfique,4769,293.4,universal_standard,3,Wealthy,Destrier (quality) | Waterskin (1 gal) | Courser | Coat (leather) | Heavy Crossbow | Quiver,4631.0,138,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Destrier (quality) | Heavy Crossbow | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Waterskin (1 gal) | Courser | Coat (leather),-8.63,YES,Théurgique,Magie Verte,-5,-4,-7,-1,3,171.2,57.5,0,-1,3,-8,-4,-4,4,-8,-4,0,Méditation + Immunité sommeil + VN (N1),2026-05-28 13:35:34
CH-00553,Human,Rashemi,Aglarond,Logging Camp,Groupe4_Vilhon_Est,Shelter Construction | Marsh Movement | Forest Stealth | Wild Plant Foraging,,"Cosmology (Weave, Shadow Weave) | Elven Culture | Laws & Customs of Nations",Animal Husbandry & Training | Preservation & Salting,Aglarondan,Aglarondan | Rashemi,801,293.4,universal_standard,0,None,"Waterskin (5 gal) | Lancet, bleeding",9.0,792,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Waterskin (5 gal),32.3,NO,None,,8,4,0,4,6,193.3,102.7,3,-1,7,-4,0,-5,-5,5,-7,5,Aucun,2026-05-28 13:35:34
CH-00554,Human,Chondathan,Sword Coast,Smuggler's Port,Groupe1_Cote_des_Epees,Marsh Disease Resistance | Wetland Tracking | Advanced Tracking | Open Land Navigation,,Trade Routes & Commerce | History of the Realms,Bookbinding | Smithing & Metallurgy,Chessentan,Chessentan | Chondathan,1517,293.4,universal_standard,2,Comfortable,Padded Jack | Sallet ou Armet (classique),1400.0,117,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Padded Jack | Sallet ou Armet (classique),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),21.48,NO,None,,5,3,3,2,5,186.5,97.4,2,1,-3,6,2,5,-4,4,1,-1,Aucun,2026-05-28 13:35:34
